utterance,intent,category,length
bagaimana cara ganti guna,switch_account,ACCOUNT,4
bagaimana cara alih akun,switch_account,ACCOUNT,4
bantu guna akun darah,switch_account,ACCOUNT,4
bagaimana cara guna akun guna baru,switch_account,ACCOUNT,6
mungkin guna akun,switch_account,ACCOUNT,3
apa perlu laku alih akun,switch_account,ACCOUNT,5
alih akun,switch_account,ACCOUNT,2
bagaimana cara guna profil guna baru,switch_account,ACCOUNT,6
bagaimana cara guna akun,switch_account,ACCOUNT,4
dapat bantu ubah profil guna beda,switch_account,ACCOUNT,6
ingin bantu alih guna,switch_account,ACCOUNT,4
apa harus laku ubah akun guna,switch_account,ACCOUNT,6
butuh bantu ubah akun beda,switch_account,ACCOUNT,5
bisa guna akun,switch_account,ACCOUNT,3
ingin bantu alih akun baru,switch_account,ACCOUNT,5
tidak dapat bantu guna dengan guna baru,switch_account,ACCOUNT,7
saya guna akun guna beda,switch_account,ACCOUNT,5
butuh bantu guna profil baru,switch_account,ACCOUNT,5
bisa bantu alih akun guna baru,switch_account,ACCOUNT,6
tidak tahu bagaimana bisa alih guna,switch_account,ACCOUNT,6
dapat guna akun sial baru,switch_account,ACCOUNT,5
mana ubah profil guna baru,switch_account,ACCOUNT,5
tidak guna guna bagaimana bisa ubah yang,switch_account,ACCOUNT,7
ingin bantu alih akun,switch_account,ACCOUNT,4
ingin bantu ganti guna,switch_account,ACCOUNT,4
tidak tahu buat apa alih guna,switch_account,ACCOUNT,6
bantu alih guna,switch_account,ACCOUNT,3
coba alih akun,switch_account,ACCOUNT,3
bantu guna profil baru,switch_account,ACCOUNT,4
coba ubah profil guna baru,switch_account,ACCOUNT,5
tidak tahu apa harus laku alih guna,switch_account,ACCOUNT,7
butuh bantu guna profil,switch_account,ACCOUNT,4
butuh bantu guna alih,switch_account,ACCOUNT,4
butuh bantu alih profil guna beda,switch_account,ACCOUNT,6
bisa ubah profil,switch_account,ACCOUNT,3
tidak tahu bagaimana dapat ubah akun beda,switch_account,ACCOUNT,7
apa perlu laku guna profil guna,switch_account,ACCOUNT,6
bisa alih guna,switch_account,ACCOUNT,3
tidak tahu apa harus laku alih profil baru,switch_account,ACCOUNT,8
bagaimana cara ubah guna,switch_account,ACCOUNT,4
bantu ubah akun beda,switch_account,ACCOUNT,4
ubah profil guna yang,switch_account,ACCOUNT,4
perlu ubah akun baru,switch_account,ACCOUNT,4
bagaimana bisa alih guna,switch_account,ACCOUNT,4
ingin bantu tp guna profil darah,switch_account,ACCOUNT,6
tidak alih akun,switch_account,ACCOUNT,3
coba alih akun guna,switch_account,ACCOUNT,4
mana dapat ubah profil baru,switch_account,ACCOUNT,5
tidak butuh profil guna saya guna lain,switch_account,ACCOUNT,7
apa harus laku ubah profil guna beda,switch_account,ACCOUNT,7
apa perlu laku guna profil baru,switch_account,ACCOUNT,6
bagaimana cara ubah profil baru,switch_account,ACCOUNT,5
tidak tahu apa harus laku alih akun,switch_account,ACCOUNT,7
ingin alih guna,switch_account,ACCOUNT,3
bantu bantu ubah profil guna,switch_account,ACCOUNT,5
harus guna akun,switch_account,ACCOUNT,3
dapat alih akun baru,switch_account,ACCOUNT,4
apa perlu laku guna akun beda,switch_account,ACCOUNT,6
saya alih guna,switch_account,ACCOUNT,3
bantu ubah jadi akun baru,switch_account,ACCOUNT,5
perlu alih akun beda,switch_account,ACCOUNT,4
alih profil baru,switch_account,ACCOUNT,3
tidak tahu cara alih guna,switch_account,ACCOUNT,5
butuh bantu alih guna,switch_account,ACCOUNT,4
bantu ubah profil guna baru,switch_account,ACCOUNT,5
saya ubah guna,switch_account,ACCOUNT,3
tidak tahu bagaimana ubah akun guna beda,switch_account,ACCOUNT,7
bisa bantu alih akun guna,switch_account,ACCOUNT,5
bagaimana bisa alih akun,switch_account,ACCOUNT,4
tidak alih profil guna baru,switch_account,ACCOUNT,5
mungkin ubah akun beda,switch_account,ACCOUNT,4
mana bisa alih profil baru,switch_account,ACCOUNT,5
butuh bantu ubah akun,switch_account,ACCOUNT,4
bisa alih akun,switch_account,ACCOUNT,3
tidak butuh akun bagaimana cara alih yang,switch_account,ACCOUNT,7
ingin bantu ubah akun,switch_account,ACCOUNT,4
perlu alih profil guna beda,switch_account,ACCOUNT,5
tidak alih guna,switch_account,ACCOUNT,3
guna guna,switch_account,ACCOUNT,2
tidak tuntut profil guna dapat alih yang baru,switch_account,ACCOUNT,8
ingin ubah akun guna,switch_account,ACCOUNT,4
lebih lama ingin akun guna bagaimana bisa guna baru,switch_account,ACCOUNT,9
apa harus laku alih guna,switch_account,ACCOUNT,5
mungkin alih akun baru,switch_account,ACCOUNT,4
bantu untuk alih akun,switch_account,ACCOUNT,4
tidak butuh guna bagaimana bisa guna baru,switch_account,ACCOUNT,7
tidak ingin guna bagaimana cara alih yang,switch_account,ACCOUNT,7
tidak butuh guna saya alih yang,switch_account,ACCOUNT,6
tidak tahu buat apa alih profil guna,switch_account,ACCOUNT,7
ingin alih akun,switch_account,ACCOUNT,3
tidak tahu bagaimana bisa alih profil guna beda,switch_account,ACCOUNT,8
harus alih akun,switch_account,ACCOUNT,3
tidak profil dapat ubah jadi lain,switch_account,ACCOUNT,6
ingin bantu ubah akun guna,switch_account,ACCOUNT,5
ingin bantu guna profil guna baru,switch_account,ACCOUNT,6
tidak tahu cara alih akun,switch_account,ACCOUNT,5
mana alih akun,switch_account,ACCOUNT,3
perlu ubah akun,switch_account,ACCOUNT,3
butuh bantu ganti guna,switch_account,ACCOUNT,4
bantu guna akun guna,switch_account,ACCOUNT,4
bantu guna akun guna baru,switch_account,ACCOUNT,5
coba alih guna,switch_account,ACCOUNT,3
tidak alih akun baru,switch_account,ACCOUNT,4
apa perlu laku guna akun baru,switch_account,ACCOUNT,6
butuh bantu guna profil guna baru,switch_account,ACCOUNT,6
bantu ubah akun baru,switch_account,ACCOUNT,4
harus guna akun baru,switch_account,ACCOUNT,4
apa perlu laku guna akun,switch_account,ACCOUNT,5
alih akun baru,switch_account,ACCOUNT,3
tidak alih profil guna,switch_account,ACCOUNT,4
apa harus laku alih akun,switch_account,ACCOUNT,5
bisa bantu guna profil guna beda,switch_account,ACCOUNT,6
mungkin alih profil sial yang,switch_account,ACCOUNT,5
dapat guna profil guna baru,switch_account,ACCOUNT,5
apa harus laku ubah akun baru,switch_account,ACCOUNT,6
tidak periksa eta pesan,track_order,ORDER,4
coba periksa status pesan,track_order,ORDER,4
tidak tahu buat apa lacak pesan,track_order,ORDER,6
mana periksa status pesan,track_order,ORDER,4
tidak tahu bagaimana bisa lacak pesan akhir,track_order,ORDER,7
tidak tahu apa perlu laku periksa eta pesan,track_order,ORDER,8
bisa bantu lacak pesan,track_order,ORDER,4
perlu bantu lacak pesan akhir,track_order,ORDER,5
coba lacak pesan,track_order,ORDER,3
tidak tahu apa harus laku lacak pesan,track_order,ORDER,7
butuh bantu periksa status pesan,track_order,ORDER,5
ingin periksa eta pesan,track_order,ORDER,4
bantu lacak pesan,track_order,ORDER,3
ingin bantu lacak pesan akhir,track_order,ORDER,5
mau tunjuk pesan saya eta,track_order,ORDER,5
tidak tahu buat apa periksa eta pesan,track_order,ORDER,7
tidak tahu buat apa lacak pesan akhir,track_order,ORDER,7
bantu untuk periksa status pesan,track_order,ORDER,5
ingin bantu lacak pesan,track_order,ORDER,4
bagaimana cara periksa eta pesan,track_order,ORDER,5
bagaimana cara periksa status pesan,track_order,ORDER,5
bisa bantu periksa eta pesan,track_order,ORDER,5
bantu periksa pesan eta,track_order,ORDER,4
coba lacak pesan akhir,track_order,ORDER,4
bisa bantu lacak pesan akhir,track_order,ORDER,5
ingin lacak pesan akhir,track_order,ORDER,4
mungkin lacak pesan,track_order,ORDER,3
mungkin lacak pesan akhir,track_order,ORDER,4
butuh bantu lacak pesan,track_order,ORDER,4
bantu lacak pesan akhir,track_order,ORDER,4
harus lacak pesan,track_order,ORDER,3
perlu bantu lacak pesan,track_order,ORDER,4
periksa pesan eta,track_order,ORDER,3
tidak tahu apa perlu laku lacak pesan,track_order,ORDER,7
tidak lacak pesan,track_order,ORDER,3
pesan trek,track_order,ORDER,2
lacak pesan,track_order,ORDER,2
bagaimana cara lacak pesan,track_order,ORDER,4
harus periksa status pesan,track_order,ORDER,4
apa harus laku periksa eta pesan,track_order,ORDER,6
apa perlu laku periksa eta pesan,track_order,ORDER,6
bagaimana bisa lacak pesan,track_order,ORDER,4
ingin lacak pesan,track_order,ORDER,3
bantu periksa status pesan,track_order,ORDER,4
bisa bantu periksa status pesan,track_order,ORDER,5
apa perlu laku lacak pesan,track_order,ORDER,5
bantu untuk lacak pesan,track_order,ORDER,4
bantu periksa eta pesan,track_order,ORDER,4
tidak tahu bagaimana bisa lacak pesan,track_order,ORDER,6
saya lacak pesan,track_order,ORDER,3
mana lacak pesan akhir,track_order,ORDER,4
apa perlu laku periksa status pesan,track_order,ORDER,6
kapan akan terima pesan,track_order,ORDER,4
harus lacak pesan akhir,track_order,ORDER,4
ingin periksa status pesan,track_order,ORDER,4
pesan eta,track_order,ORDER,2
tidak tahu cara lacak pesan akhir,track_order,ORDER,6
periksa status pesan,track_order,ORDER,3
ingin bantu periksa eta pesan,track_order,ORDER,5
tidak tahu apa harus laku periksa eta pesan,track_order,ORDER,8
apa harus laku lacak pesan,track_order,ORDER,5
bagaimana cara lacak pesan akhir,track_order,ORDER,5
ingin bantu periksa status pesan,track_order,ORDER,5
tidak tahu bagaimana lacak pesan akhir,track_order,ORDER,6
tidak tahu apa harus laku lacak pesan akhir,track_order,ORDER,8
bisa lacak pesan,track_order,ORDER,3
tidak tahu cara lacak pesan,track_order,ORDER,5
tidak tahu apa perlu laku lacak pesan akhir,track_order,ORDER,8
mungkin periksa eta pesan,track_order,ORDER,4
status pesan,track_order,ORDER,2
tidak tahu bagaimana dapat periksa status pesan,track_order,ORDER,7
tidak lacak pesan akhir,track_order,ORDER,4
tunjuk status pesan,track_order,ORDER,3
bisa periksa eta pesan,track_order,ORDER,4
tidak tahu bagaimana bisa periksa status pesan,track_order,ORDER,7
butuh bantu lacak pesan akhir,track_order,ORDER,5
perlu bantu periksa status pesan,track_order,ORDER,5
tidak tahu apa harus laku periksa pesan eta,track_order,ORDER,8
tunjuk pesan eta,track_order,ORDER,3
tidak tahu cara periksa eta pesan,track_order,ORDER,6
tidak periksa status pesan,track_order,ORDER,4
bagaimana bisa lacak pesan akhir,track_order,ORDER,5
coba periksa eta pesan,track_order,ORDER,4
apa status pesan,track_order,ORDER,3
mana dapat periksa status pesan,track_order,ORDER,5
tidak tahu buat apa periksa status pesan,track_order,ORDER,7
tidak tahu cara periksa status pesan,track_order,ORDER,6
bisa lacak pesan akhir,track_order,ORDER,4
mana lacak pesan,track_order,ORDER,3
apa harus laku lacak pesan akhir,track_order,ORDER,6
mana bisa periksa eta pesan,track_order,ORDER,5
mungkin periksa status pesan,track_order,ORDER,4
mana bisa periksa status pesan,track_order,ORDER,5
mana bisa lacak pesan,track_order,ORDER,4
tidak tahu bagaimana bisa periksa eta pesan,track_order,ORDER,7
perlu periksa status pesan,track_order,ORDER,4
periksa eta pesan,track_order,ORDER,3
bisa tunjuk pesan eta,track_order,ORDER,4
perlu lacak pesan akhir,track_order,ORDER,4
butuh bantu periksa eta pesan,track_order,ORDER,5
apa perlu laku lacak pesan akhir,track_order,ORDER,6
lacak pesan akhir,track_order,ORDER,3
bagaimana cara periksa pesan eta,track_order,ORDER,5
mana periksa eta pesan,track_order,ORDER,4
bantu untuk lacak pesan akhir,track_order,ORDER,5
perlu bantu periksa status kembali dana,track_refund,REFUND,6
tidak periksa status kembali dana,track_refund,REFUND,5
mana harus periksa ada yang baru kembali dana,track_refund,REFUND,8
bantu periksa status kembali dana,track_refund,REFUND,5
bisa bantu periksa status kembali dana,track_refund,REFUND,6
mana periksa status kembali dana,track_refund,REFUND,5
bisa bantu lacak kembali dana,track_refund,REFUND,5
apa harus laku periksa status kembali dana,track_refund,REFUND,7
bantu untuk lacak kembali dana,track_refund,REFUND,5
tidak tahu apa perlu laku periksa status kembali dana,track_refund,REFUND,9
bagaimana cara periksa status kembali dana,track_refund,REFUND,6
tidak tahu bagaimana bisa periksa status kembali dana,track_refund,REFUND,8
status kembali dana,track_refund,REFUND,3
tidak tahu buat apa periksa status kembali dana,track_refund,REFUND,8
bantu periksa ada yang baru kembali dana,track_refund,REFUND,7
bisa lacak kembali dana,track_refund,REFUND,4
periksa status kembali dana,track_refund,REFUND,4
bantu lacak kembali dana,track_refund,REFUND,4
ingin bantu periksa status kembali dana,track_refund,REFUND,6
harus periksa ada baru kembali dana,track_refund,REFUND,6
mana dapat periksa status kembali dana,track_refund,REFUND,6
bisa tunjuk status kembali dana,track_refund,REFUND,5
harus periksa ada yang baru kembali dana,track_refund,REFUND,7
perlu periksa status kembali dana,track_refund,REFUND,5
tidak tahu bagaimana dapat periksa status kembali dana,track_refund,REFUND,8
ingin periksa status kembali dana,track_refund,REFUND,5
tidak tahu apa perlu laku lacak kembali dana,track_refund,REFUND,8
periksa ada salah kembali dana,track_refund,REFUND,5
butuh bantu periksa status kembali dana,track_refund,REFUND,6
harus periksa status kembali dana,track_refund,REFUND,5
tidak periksa ada baru kembali dana,track_refund,REFUND,6
butuh bantu periksa ada yang baru kembali dana,track_refund,REFUND,8
kembali dana sudah proses,track_refund,REFUND,4
mungkin periksa status kembali dana,track_refund,REFUND,5
apa perlu laku lacak kembali dana,track_refund,REFUND,6
bagaimana cara periksa ada yang baru kembali dana,track_refund,REFUND,8
bisa bantu lacak kembali uang,track_refund,REFUND,5
bisa periksa status kembali dana,track_refund,REFUND,5
lacak kembali dana,track_refund,REFUND,3
butuh bantu lacak kembali dana,track_refund,REFUND,5
harus lacak kembali dana,track_refund,REFUND,4
tidak tahu apa harus laku periksa status kembali dana,track_refund,REFUND,9
ingin lacak kembali dana,track_refund,REFUND,4
bagaimana bisa lacak kembali dana,track_refund,REFUND,5
periksa ada yang baru kembali dana,track_refund,REFUND,6
apa perlu laku periksa status kembali dana,track_refund,REFUND,7
mana bisa lacak kembali dana,track_refund,REFUND,5
tidak periksa ada salah kembali dana,track_refund,REFUND,6
apa status kembali dana,track_refund,REFUND,4
mau tunjuk status kembali dana,track_refund,REFUND,5
ingin bantu lacak kembali dana,track_refund,REFUND,5
bantu periksa ada salah kembali dana,track_refund,REFUND,6
tunjuk status kembali dana,track_refund,REFUND,4
ingin periksa ada yang baru kembali dana,track_refund,REFUND,7
tidak tahu cara lacak kembali dana,track_refund,REFUND,6
mana bisa periksa ada yang baru kembali dana,track_refund,REFUND,8
bantu untuk periksa ada baru kembali dana,track_refund,REFUND,7
tidak tahu bagaimana periksa status kembali dana,track_refund,REFUND,7
mana periksa ada baru kembali dana,track_refund,REFUND,6
coba lacak kembali dana,track_refund,REFUND,4
perlu periksa ada yang baru kembali dana,track_refund,REFUND,7
tidak tahu cara periksa status kembali dana,track_refund,REFUND,7
perlu lacak kembali dana,track_refund,REFUND,4
tidak periksa ada yang baru kembali dana,track_refund,REFUND,7
kembali dana,track_refund,REFUND,2
mana periksa ada yang baru kembali dana,track_refund,REFUND,7
perlu periksa ada baru kembali dana,track_refund,REFUND,6
bisa bantu periksa ada yang baru kembali dana,track_refund,REFUND,8
bantu untuk periksa ada salah kembali dana,track_refund,REFUND,7
bantu untuk periksa status kembali dana,track_refund,REFUND,6
bagaimana bisa periksa ada baru kembali dana,track_refund,REFUND,7
mana bisa periksa ada baru kembali dana,track_refund,REFUND,7
mana lacak kembali dana,track_refund,REFUND,4
bantu periksa ada baru kembali dana,track_refund,REFUND,6
tidak tahu bagaimana bisa lacak kembali dana,track_refund,REFUND,7
dapat periksa ada salah kembali dana,track_refund,REFUND,6
coba periksa status kembali dana,track_refund,REFUND,5
ingin periksa ada salah kembali dana,track_refund,REFUND,6
bisa periksa ada salah kembali dana,track_refund,REFUND,6
bagaimana cara lacak kembali dana,track_refund,REFUND,5
mana bisa periksa status kembali dana,track_refund,REFUND,6
mana dapat periksa ada baru kembali dana,track_refund,REFUND,7
coba periksa ada baru kembali dana,track_refund,REFUND,6
apa harus laku lacak kembali uang,track_refund,REFUND,6
yang baru kembali dana,track_refund,REFUND,4
mana periksa ada salah kembali dana,track_refund,REFUND,6
butuh bantu periksa ada baru kembali dana,track_refund,REFUND,7
ingin periksa ada baru kembali dana,track_refund,REFUND,6
bagaimana bisa periksa status kembali dana,track_refund,REFUND,6
dapat periksa ada baru kembali dana,track_refund,REFUND,6
bagaimana cara periksa ada salah kembali dana,track_refund,REFUND,7
tidak tahu bagaimana lacak kembali dana,track_refund,REFUND,6
tidak lacak kembali dana,track_refund,REFUND,4
harus periksa ada salah kembali dana,track_refund,REFUND,6
bagaimana bisa periksa ada salah kembali dana,track_refund,REFUND,7
bisa bantu periksa ada baru kembali dana,track_refund,REFUND,7
bisa periksa ada yang baru kembali dana,track_refund,REFUND,7
bisa tunjuk saya status kembali dana,track_refund,REFUND,6
bisa periksa ada baru kembali dana,track_refund,REFUND,6
baru kembali dana,track_refund,REFUND,3
coba periksa ada yang baru kembali dana,track_refund,REFUND,7
sesuatu baru kembali dana,track_refund,REFUND,4
mana dapat periksa ada salah kembali dana,track_refund,REFUND,7
ingin bantu periksa ada baru kembali dana,track_refund,REFUND,7
tidak tahu apa harus laku lacak kembali dana,track_refund,REFUND,8
bagaimana cara periksa ada baru kembali dana,track_refund,REFUND,7
mungkin tunda pesan saya buat,cancel_order,ORDER,5
mungkin tangguh pesan saya buat,cancel_order,ORDER,5
mungkin tuju pesan saya buat,cancel_order,ORDER,5
harus bantu tunda pesan akhir saya buat,cancel_order,ORDER,7
dapat bantu tangguh pesan akhir saya buat,cancel_order,ORDER,7
bisa bantu tuju pesan akhir saya buat,cancel_order,ORDER,7
masalah tunda pesan saya buat,cancel_order,ORDER,5
soal tangguh pesan saya buat,cancel_order,ORDER,5
kendala tuju pesan saya buat,cancel_order,ORDER,5
tidak tahu bagaimana tunda pesan saya buat,cancel_order,ORDER,7
tidak tahu bagaimana tangguh pesan saya buat,cancel_order,ORDER,7
tidak tahu bagaimana tuju pesan saya buat,cancel_order,ORDER,7
bisa bantu tunda pesan saya buat,cancel_order,ORDER,6
bisa bantu tangguh pesan saya buat,cancel_order,ORDER,6
bisa bantu tuju pesan saya buat,cancel_order,ORDER,6
bisa bantu tunda pesan,cancel_order,ORDER,4
bisa bantu tangguh pesan,cancel_order,ORDER,4
bisa bantu tuju pesan,cancel_order,ORDER,4
bantu tunda pesan akhir,cancel_order,ORDER,4
bantu tangguh pesan akhir,cancel_order,ORDER,4
bantu tuju pesan akhir,cancel_order,ORDER,4
tidak tahu bagaimana tunda pesan akhir saya buat,cancel_order,ORDER,8
tidak tahu bagaimana tangguh pesan akhir saya buat,cancel_order,ORDER,8
tidak tahu bagaimana tuju pesan akhir saya buat,cancel_order,ORDER,8
perlu bantu tunda pesan saya buat,cancel_order,ORDER,6
butuh bantu tangguh pesan saya buat,cancel_order,ORDER,6
perlu bantu tuju pesan saya buat,cancel_order,ORDER,6
informasi tunda pesan,cancel_order,ORDER,3
informasi tangguh pesan,cancel_order,ORDER,3
